doi,title,author,variable,region,model,climate.scenario,value,estimation.year,unit,focus,study,publication.date
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp60_ssp1,1704.64940611752,2070,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp60_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp60_ssp1,1722.57552863555,2070,km3/year,projected,khan et al (2023).GCAM.miroc_rcp60_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp60_ssp1,1806.24163860134,2070,km3/year,projected,khan et al (2023).GCAM.noresm_rcp60_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp26_ssp2,2882.22118541397,2070,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp26_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp26_ssp2,2964.04932602747,2070,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp26_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp26_ssp2,2964.04348806821,2070,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp26_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp26_ssp2,2832.11898501192,2070,km3/year,projected,khan et al (2023).GCAM.miroc_rcp26_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp26_ssp2,2934.00988551223,2070,km3/year,projected,khan et al (2023).GCAM.noresm_rcp26_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp2,2164.23668013935,2070,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp45_ssp2,2282.19077861123,2070,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp45_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp45_ssp2,2207.81524328292,2070,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp45_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp60_ssp2,2181.32767298189,2070,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp60_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp3,2701.64476681502,2070,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp45_ssp3,2774.56263175747,2070,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp45_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp45_ssp3,2707.92070642965,2070,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp45_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp45_ssp3,2656.98968308571,2070,km3/year,projected,khan et al (2023).GCAM.miroc_rcp45_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp45_ssp3,2803.20830580122,2070,km3/year,projected,khan et al (2023).GCAM.noresm_rcp45_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp60_ssp3,2361.82572557323,2070,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp60_ssp3,2518.32868074396,2070,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp60_ssp3,2369.14384974714,2070,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp60_ssp3,2431.6545862534,2070,km3/year,projected,khan et al (2023).GCAM.miroc_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp60_ssp3,2521.89217641497,2070,km3/year,projected,khan et al (2023).GCAM.noresm_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp26_ssp4,3017.70078302285,2070,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp26_ssp4,3150.77887774769,2070,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp26_ssp4,3067.01377756359,2070,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp26_ssp4,2988.67754228944,2070,km3/year,projected,khan et al (2023).GCAM.miroc_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp26_ssp4,3143.17266863128,2070,km3/year,projected,khan et al (2023).GCAM.noresm_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp4,2363.86348735267,2070,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp45_ssp4,2497.91510345504,2070,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp45_ssp4,2385.93648273872,2070,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp45_ssp4,2403.81335051468,2070,km3/year,projected,khan et al (2023).GCAM.miroc_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp45_ssp4,2469.37267947135,2070,km3/year,projected,khan et al (2023).GCAM.noresm_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp60_ssp4,1893.13797097905,2070,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp60_ssp4,2069.03704911386,2070,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp60_ssp4,1938.42888294075,2070,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp60_ssp4,1965.88292364897,2070,km3/year,projected,khan et al (2023).GCAM.miroc_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp60_ssp4,2096.21194334591,2070,km3/year,projected,khan et al (2023).GCAM.noresm_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp26_ssp5,2553.17790195217,2070,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp26_ssp5,2711.21111285464,2070,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp26_ssp5,2637.31704486211,2070,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp26_ssp5,2590.12770926773,2070,km3/year,projected,khan et al (2023).GCAM.miroc_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp26_ssp5,2680.88796965518,2070,km3/year,projected,khan et al (2023).GCAM.noresm_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp5,2366.3560129111,2070,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp45_ssp5,2439.32364692427,2070,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp45_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp45_ssp5,2341.31076833618,2070,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp45_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp45_ssp5,2337.14617863279,2070,km3/year,projected,khan et al (2023).GCAM.miroc_rcp45_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp60_ssp5,1992.91352628572,2070,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp60_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp60_ssp5,2200.5057232378,2070,km3/year,projected,khan et al (2023).GCAM.noresm_rcp60_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp85_ssp5,1710.80598052774,2070,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp85_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp85_ssp5,1813.07946961181,2070,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp85_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp85_ssp5,1730.62072123259,2070,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp85_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp85_ssp5,1732.13968309753,2070,km3/year,projected,khan et al (2023).GCAM.miroc_rcp85_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp85_ssp5,1816.95197438356,2070,km3/year,projected,khan et al (2023).GCAM.noresm_rcp85_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp26_ssp1,2091.58565324637,2080,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp26_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp26_ssp1,2262.75759616587,2080,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp26_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp26_ssp1,2204.26286265857,2080,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp26_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp26_ssp1,2153.35014255751,2080,km3/year,projected,khan et al (2023).GCAM.miroc_rcp26_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp26_ssp1,2277.9527948622,2080,km3/year,projected,khan et al (2023).GCAM.noresm_rcp26_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp1,1782.2926579901,2080,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp45_ssp1,1892.39958920226,2080,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp45_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp45_ssp1,1867.18400755661,2080,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp45_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp45_ssp1,1809.22482466747,2080,km3/year,projected,khan et al (2023).GCAM.miroc_rcp45_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp45_ssp1,1938.78601815431,2080,km3/year,projected,khan et al (2023).GCAM.noresm_rcp45_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp60_ssp1,1553.79895888686,2080,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp60_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp60_ssp1,1745.16860610705,2080,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp60_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp60_ssp1,1620.09704461463,2080,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp60_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp60_ssp1,1649.1053453299,2080,km3/year,projected,khan et al (2023).GCAM.miroc_rcp60_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp60_ssp1,1747.63185755645,2080,km3/year,projected,khan et al (2023).GCAM.noresm_rcp60_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp26_ssp2,2867.4060686752,2080,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp26_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp26_ssp2,2988.87315529471,2080,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp26_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp26_ssp2,2930.61060646224,2080,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp26_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp26_ssp2,2881.98924877396,2080,km3/year,projected,khan et al (2023).GCAM.miroc_rcp26_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp26_ssp2,2961.98268985232,2080,km3/year,projected,khan et al (2023).GCAM.noresm_rcp26_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp2,2192.84331472047,2080,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp45_ssp2,2291.43474435149,2080,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp45_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp45_ssp2,2265.9108466253,2080,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp45_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp60_ssp2,2132.89961330287,2080,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp60_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp3,2954.39342623029,2080,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp45_ssp3,2988.0731587954,2080,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp45_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp45_ssp3,2989.10267386831,2080,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp45_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp45_ssp3,2852.33070953018,2080,km3/year,projected,khan et al (2023).GCAM.miroc_rcp45_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp45_ssp3,2995.38793751734,2080,km3/year,projected,khan et al (2023).GCAM.noresm_rcp45_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp60_ssp3,2414.49679822336,2080,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp60_ssp3,2576.31872145107,2080,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp60_ssp3,2440.62034874394,2080,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp60_ssp3,2480.41132596634,2080,km3/year,projected,khan et al (2023).GCAM.miroc_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp60_ssp3,2605.810081914,2080,km3/year,projected,khan et al (2023).GCAM.noresm_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp26_ssp4,2732.16892663131,2080,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp26_ssp4,3011.20964729896,2080,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp26_ssp4,2870.09463462725,2080,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp26_ssp4,2802.51352307465,2080,km3/year,projected,khan et al (2023).GCAM.miroc_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp26_ssp4,2949.85897082149,2080,km3/year,projected,khan et al (2023).GCAM.noresm_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp4,2499.36800200525,2080,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp45_ssp4,2572.82276085503,2080,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp45_ssp4,2548.62407694868,2080,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp45_ssp4,2497.91344092705,2080,km3/year,projected,khan et al (2023).GCAM.miroc_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp45_ssp4,2618.37926392721,2080,km3/year,projected,khan et al (2023).GCAM.noresm_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp60_ssp4,1859.87878268478,2080,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp60_ssp4,2009.74787300969,2080,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp60_ssp4,1902.88965679579,2080,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp60_ssp4,1943.19464983704,2080,km3/year,projected,khan et al (2023).GCAM.miroc_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp60_ssp4,2054.13152480014,2080,km3/year,projected,khan et al (2023).GCAM.noresm_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp26_ssp5,2457.96271543654,2080,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp26_ssp5,2595.102597524,2080,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp26_ssp5,2533.90077416331,2080,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp26_ssp5,2023
