doi,title,author,variable,region,model,climate.scenario,value,estimation.year,unit,focus,study,publication.date
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp60_ssp3,2053.92818017414,2030,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp60_ssp3,2142.9150405684,2030,km3/year,projected,khan et al (2023).GCAM.miroc_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp60_ssp3,2130.782741961,2030,km3/year,projected,khan et al (2023).GCAM.noresm_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp26_ssp4,2156.14381121404,2030,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp26_ssp4,2131.16082765371,2030,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp26_ssp4,2115.08664404422,2030,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp26_ssp4,2117.47218350635,2030,km3/year,projected,khan et al (2023).GCAM.miroc_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp26_ssp4,2125.55280168268,2030,km3/year,projected,khan et al (2023).GCAM.noresm_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp4,1939.01780557205,2030,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp45_ssp4,1985.63946920881,2030,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp45_ssp4,1968.63722391886,2030,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp45_ssp4,1960.78846878259,2030,km3/year,projected,khan et al (2023).GCAM.miroc_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp45_ssp4,1972.4887714998,2030,km3/year,projected,khan et al (2023).GCAM.noresm_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp60_ssp4,1912.11849176017,2030,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp60_ssp4,1926.11653801392,2030,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp60_ssp4,1898.67068939254,2030,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp60_ssp4,1965.51000717956,2030,km3/year,projected,khan et al (2023).GCAM.miroc_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp60_ssp4,1955.43663442548,2030,km3/year,projected,khan et al (2023).GCAM.noresm_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp26_ssp5,2035.57325080086,2030,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp26_ssp5,2018.76304680122,2030,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp26_ssp5,1990.69650765412,2030,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp26_ssp5,1990.80638808443,2030,km3/year,projected,khan et al (2023).GCAM.miroc_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp26_ssp5,2006.2097839949,2030,km3/year,projected,khan et al (2023).GCAM.noresm_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp5,1920.52932683567,2030,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp45_ssp5,1980.61295248591,2030,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp45_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp45_ssp5,1935.6425047626,2030,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp45_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp45_ssp5,1920.39871374211,2030,km3/year,projected,khan et al (2023).GCAM.miroc_rcp45_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp60_ssp5,1940.15472679564,2030,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp60_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp60_ssp5,2012.78134100654,2030,km3/year,projected,khan et al (2023).GCAM.noresm_rcp60_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp85_ssp5,1980.30208800429,2030,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp85_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp85_ssp5,1938.0687961761,2030,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp85_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp85_ssp5,1944.96645715564,2030,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp85_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp85_ssp5,1923.1434275019,2030,km3/year,projected,khan et al (2023).GCAM.miroc_rcp85_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp85_ssp5,1942.40964530381,2030,km3/year,projected,khan et al (2023).GCAM.noresm_rcp85_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp26_ssp1,2230.78337317805,2040,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp26_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp26_ssp1,2413.91532938456,2040,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp26_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp26_ssp1,2409.28456403297,2040,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp26_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp26_ssp1,2296.74109623644,2040,km3/year,projected,khan et al (2023).GCAM.miroc_rcp26_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp26_ssp1,2292.18576774372,2040,km3/year,projected,khan et al (2023).GCAM.noresm_rcp26_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp1,2002.27005736305,2040,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp45_ssp1,2105.17771986172,2040,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp45_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp45_ssp1,2021.80727149431,2040,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp45_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp45_ssp1,1984.90121900328,2040,km3/year,projected,khan et al (2023).GCAM.miroc_rcp45_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp45_ssp1,2122.73850783874,2040,km3/year,projected,khan et al (2023).GCAM.noresm_rcp45_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp60_ssp1,1924.93609493843,2040,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp60_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp60_ssp1,2023.1181467777,2040,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp60_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp60_ssp1,1841.02980367907,2040,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp60_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp60_ssp1,1996.8044538362,2040,km3/year,projected,khan et al (2023).GCAM.miroc_rcp60_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp60_ssp1,2075.67078442138,2040,km3/year,projected,khan et al (2023).GCAM.noresm_rcp60_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp26_ssp2,2237.09632087244,2040,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp26_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp26_ssp2,2262.27625728871,2040,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp26_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp26_ssp2,2247.45766105928,2040,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp26_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp26_ssp2,2223.62585779085,2040,km3/year,projected,khan et al (2023).GCAM.miroc_rcp26_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp26_ssp2,2208.53467516488,2040,km3/year,projected,khan et al (2023).GCAM.noresm_rcp26_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp2,2130.5853848901,2040,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp45_ssp2,2214.06691056186,2040,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp45_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp45_ssp2,2132.85302757094,2040,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp45_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp60_ssp2,2169.22591284314,2040,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp60_ssp2,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp3,2237.72094266541,2040,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp45_ssp3,2303.97860070887,2040,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp45_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp45_ssp3,2234.0627881415,2040,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp45_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp45_ssp3,2208.95083816916,2040,km3/year,projected,khan et al (2023).GCAM.miroc_rcp45_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp45_ssp3,2309.27413864094,2040,km3/year,projected,khan et al (2023).GCAM.noresm_rcp45_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp60_ssp3,2177.06804892232,2040,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp60_ssp3,2254.7073006425,2040,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp60_ssp3,2111.25583909623,2040,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp60_ssp3,2260.83680959135,2040,km3/year,projected,khan et al (2023).GCAM.miroc_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp60_ssp3,2284.17606495893,2040,km3/year,projected,khan et al (2023).GCAM.noresm_rcp60_ssp3,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp26_ssp4,2460.78876778831,2040,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp26_ssp4,2460.09213086279,2040,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp26_ssp4,2469.28457977139,2040,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp26_ssp4,2446.10692976304,2040,km3/year,projected,khan et al (2023).GCAM.miroc_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp26_ssp4,2424.343463344,2040,km3/year,projected,khan et al (2023).GCAM.noresm_rcp26_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp4,2116.8339469073,2040,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp45_ssp4,2180.69282453303,2040,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp45_ssp4,2135.7405354992,2040,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp45_ssp4,2102.04702746847,2040,km3/year,projected,khan et al (2023).GCAM.miroc_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp45_ssp4,2180.77740867356,2040,km3/year,projected,khan et al (2023).GCAM.noresm_rcp45_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp60_ssp4,1979.89225395226,2040,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp60_ssp4,2024.74913924214,2040,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp60_ssp4,1928.36241973812,2040,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp60_ssp4,2049.78454171837,2040,km3/year,projected,khan et al (2023).GCAM.miroc_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp60_ssp4,2055.08261856903,2040,km3/year,projected,khan et al (2023).GCAM.noresm_rcp60_ssp4,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp26_ssp5,2443.80967232049,2040,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp26_ssp5,2532.18285408852,2040,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp26_ssp5,2518.51162450625,2040,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp26_ssp5,2496.08203737666,2040,km3/year,projected,khan et al (2023).GCAM.miroc_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp26_ssp5,2468.34459787778,2040,km3/year,projected,khan et al (2023).GCAM.noresm_rcp26_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp5,2186.05639397521,2040,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp45_ssp5,2281.39067038405,2040,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp45_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp45_ssp5,2211.07767468282,2040,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp45_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp45_ssp5,2159.11997173334,2040,km3/year,projected,khan et al (2023).GCAM.miroc_rcp45_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp60_ssp5,2015.5710346523,2040,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp60_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp60_ssp5,2163.60248769448,2040,km3/year,projected,khan et al (2023).GCAM.noresm_rcp60_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp85_ssp5,2000.47370456146,2040,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp85_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp85_ssp5,1988.04586414421,2040,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp85_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp85_ssp5,1984.63151262613,2040,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp85_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp85_ssp5,1974.48610198494,2040,km3/year,projected,khan et al (2023).GCAM.miroc_rcp85_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp85_ssp5,2004.3326914599,2040,km3/year,projected,khan et al (2023).GCAM.noresm_rcp85_ssp5,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp26_ssp1,2314.39517268518,2050,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp26_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,hadgem_rcp26_ssp1,2518.35179059816,2050,km3/year,projected,khan et al (2023).GCAM.hadgem_rcp26_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,ipsl_rcp26_ssp1,2439.99095328756,2050,km3/year,projected,khan et al (2023).GCAM.ipsl_rcp26_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,miroc_rcp26_ssp1,2333.70757221128,2050,km3/year,projected,khan et al (2023).GCAM.miroc_rcp26_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,noresm_rcp26_ssp1,2370.0380069991,2050,km3/year,projected,khan et al (2023).GCAM.noresm_rcp26_ssp1,2023
10.1038/s41597-023-02086-2,global monthly sectoral water use for 2010–2100 at 0.5° resolution across alternative futures,khan et al (2023),iww,global,GCAM,gfdl_rcp45_ssp1,1922.74029709531,2050,km3/year,projected,khan et al (2023).GCAM.gfdl_rcp45_ssp1,2023
